Title,Artist,Blues,Classical,Country,Disco,HipHop,Jazz,Metal,Pop,Reggae,Rock,Time Classified
I'm Bad Like Jesse James,John Lee Hooker,99.14838790893555,0.00021116784409969114,0.5953813344240189,3.9194069358927663e-05,0.0010277358524035662,0.24778310209512708,1.8493223024051986e-05,0.0009026067709783092,0.0004678887853515334,0.005783838569186628,2022-11-19 20:32:05.746581
